gene_sym,binding_sites
PLIN1,10
PLIN2,3
PLIN3,8
PLIN4,4
PLIN5,2
PLK1,2
PLK2,27
PLK3,8
PLK4,13
PLK5,1
PLLP,7
PLN,15
PLOD1,15
PLOD2,34
PLOD3,3
PLP1,37
PLP2,13
PLPBP,18
PLPP1,9
PLPP2,6
PLPP3,61
PLPP4,7
PLPP5,23
PLPP6,30
PLPP7,1
PLPPR1,38
PLPPR2,16
PLPPR4,81
PLPPR5,38
PLRG1,18
PLS1,27
PLS3,27
PLSCR1,19
PLSCR2,1
PLSCR3,12
PLSCR4,16
PLSCR5,9
PLTP,6
PLVAP,8
PLXDC1,15
PLXDC2,109
PLXNA1,37
PLXNA2,78
PLXNA3,5
PLXNA4,132
PLXNB1,4
PLXNB2,6
PLXNB3,1
PLXNC1,63
PLXND1,20
PM20D1,13
PM20D2,23
PMAIP1,26
PMCH,5
PMEL,6
PMEPA1,38
PMF1,4
PMFBP1,4
PML,39
PMM1,4
PMM2,13
PMP2,27
PMP22,43
PMPCB,22
PMS1,35
PMS2,5
PNISR,81
PNKD,41
PNLDC1,4
PNLIPRP3,14
PNMA1,9
PNMA2,30
PNMA3,3
PNMA5,6
PNMA6A,2
PNMA8A,8
PNMA8B,9
PNN,32
PNO1,13
PNOC,14
PNP,10
PNPLA1,17
PNPLA2,8
PNPLA3,5
PNPLA4,23
PNPLA5,6
PNPLA6,15
PNPLA7,3
PNPLA8,18
PNPO,16
PNPT1,18
PNRC1,46
PNRC2,18
POC1A,1
POC1B,35
POC1B-GALNT4,21
POC5,8
PODN,4
PODNL1,5
PODXL,12
POF1B,22
POFUT1,16
POFUT2,12
POGK,27
POGLUT1,41
POGLUT2,16
POGLUT3,33
POGZ,64
POLA1,4
POLA2,3
POLB,3
POLD3,14
POLDIP2,12
POLDIP3,19
POLE,4
POLE2,1
POLE3,12
POLE4,6
POLG,10
POLH,39
POLI,21
POLK,24
POLL,9
POLM,4
POLQ,33
POLR1A,6
POLR1B,16
POLR1C,5
POLR1D,19
POLR1E,5
POLR1F,23
POLR1G,16
POLR1H,2
POLR2A,1
POLR2B,2
POLR2C,4
POLR2D,16
POLR2E,8
POLR2F,16
POLR2G,3
POLR2H,18
POLR2J,3
POLR2J2,8
POLR2J3,11
POLR2K,17
POLR2L,1
POLR2M,37
POLR3A,9
POLR3B,13
POLR3C,14
POLR3D,17
POLR3E,23
POLR3F,19
POLR3G,39
POLR3GL,4
POLR3H,3
POLR3K,7
POM121,43
POM121C,18
POM121L12,2
POMC,7
POMGNT1,14
POMGNT2,5
POMK,1
POMP,13
POMT2,10
PON1,5
PON2,20
PON3,2
POP1,13
POP4,4
POP7,7
POPDC2,10
POPDC3,14
POR,2
PORCN,5
POSTN,11
POT1,13
POTEA,9
POTEC,6
POTEE,4
POTEF,8
POTEG,1
POTEH,1
POTEJ,2
POTEM,16
POU1F1,8
POU2AF1,32
POU2F1,146
POU2F2,76
POU2F3,23
POU3F1,21
POU3F2,70
POU3F3,25
POU3F4,19
POU4F1,52
POU4F2,34
POU5F1,6
POU5F1B,6
POU5F2,3
POU6F2,1
PPA1,6
PPA2,11
PPAN-P2RY11,4
PPARA,38
PPARD,26
PPARG,36
PPARGC1A,90
PPARGC1B,59
PPAT,35
PPBP,14
PPCDC,6
PPCS,14
PPDPF,1
PPDPFL,26
PPEF1,3
PPEF2,22
PPFIA1,53
PPFIA2,83
PPFIA3,5
PPFIA4,11
PPFIBP1,32
PPFIBP2,2
PPHLN1,55
PPIA,6
PPIAL4A,3
PPIAL4C,4
PPIAL4D,4
PPIAL4E,4
PPIAL4F,3
PPIAL4G,3
PPIB,4
PPIC,18
PPID,7
PPIE,16
PPIF,17
PPIG,9
PPIH,1
PPIL1,17
PPIL2,12
PPIL3,14
PPIL4,14
PPIL6,5
PPIP5K1,14
PPIP5K2,34
PPL,2
PPM1A,104
PPM1B,80
PPM1D,47
PPM1E,90
PPM1F,41
PPM1G,9
PPM1H,30
PPM1J,5
PPM1K,39
PPM1L,67
PPM1M,19
PPM1N,11
PPME1,33
PPP1CA,6
PPP1CB,33
PPP1CC,41
PPP1R10,36
PPP1R11,47
PPP1R12A,56
PPP1R12B,34
PPP1R12C,7
PPP1R13B,12
PPP1R13L,9
PPP1R14B,8
PPP1R14C,25
PPP1R14D,3
PPP1R15B,94
PPP1R16B,46
PPP1R17,6
PPP1R18,18
PPP1R1A,14
PPP1R1B,20
PPP1R1C,33
PPP1R2,63
PPP1R21,28
PPP1R26,5
PPP1R27,16
PPP1R37,14
PPP1R3A,25
PPP1R3B,58
PPP1R3C,13
PPP1R3D,24
PPP1R3E,9
PPP1R3F,9
PPP1R3G,6
PPP1R42,3
PPP1R7,9
PPP1R8,22
PPP1R9A,65
PPP1R9B,62
PPP2CA,32
PPP2CB,26
PPP2R1A,20
PPP2R1B,35
PPP2R2A,42
PPP2R2B,20
PPP2R2C,18
PPP2R2D,34
PPP2R3A,32
PPP2R3C,4
PPP2R5A,21
PPP2R5B,15
PPP2R5C,28
PPP2R5D,16
PPP2R5E,62
PPP3CA,95
PPP3CB,63
PPP3CC,10
PPP3R1,118
PPP3R2,13
PPP4C,15
PPP4R1,43
PPP4R2,97
PPP4R3A,66
PPP4R3B,58
PPP4R4,38
PPP5C,20
PPP5D1P,10
PPP6C,71
PPP6R1,17
PPP6R2,23
PPP6R3,68
PPRC1,7
PPT1,12
PPT2,25
PPTC7,64
PPWD1,2
PRADC1,6
PRAF2,12
PRAG1,4
PRAME,8
PRAMEF1,7
PRAMEF11,2
PRAMEF12,2
PRAMEF13,8
PRAMEF14,9
PRAMEF15,4
PRAMEF17,3
PRAMEF18,7
PRAMEF19,3
PRAMEF2,5
PRAMEF25,5
PRAMEF4,4
PRAMEF5,3
PRAMEF6,2
PRAP1,2
PRB1,1
PRB3,1
PRB4,2
PRC1,17
PRCC,6
PRCD,6
PRCP,21
PRDM1,82
PRDM10,42
PRDM11,41
PRDM12,12
PRDM13,13
PRDM14,2
PRDM15,12
PRDM16,72
PRDM2,39
PRDM4,44
PRDM5,28
PRDM6,35
PRDM7,6
PRDM8,28
PRDM9,5
PRDX1,5
PRDX3,11
PRDX5,1
PRDX6,9
PREB,2
PRELID1,7
PRELID2,40
PRELID3A,4
PRELID3B,22
PRELP,20
PREP,15
PREPL,33
PREX1,12
PREX2,74
PRF1,6
PRG2,4
PRG4,27
PRH2,20
PRICKLE1,34
PRICKLE2,71
PRICKLE3,12
PRICKLE4,2
PRIM1,4
PRIM2,19
PRIMA1,25
PRIMPOL,6
PRKAA1,89
PRKAA2,101
PRKAB1,13
PRKAB2,36
PRKACA,30
PRKACB,80
PRKACG,2
PRKAG1,13
PRKAG2,41
PRKAG3,1
PRKAR1A,49
PRKAR1B,7
PRKAR2A,46
PRKAR2B,59
PRKCA,67
PRKCB,49
PRKCD,16
PRKCE,52
PRKCG,17
PRKCH,11
PRKCI,43
PRKCQ,15
PRKCSH,3
PRKCZ,3
PRKD1,26
PRKD2,3
PRKD3,57
PRKDC,14
PRKG1,101
PRKG2,33
PRKN,8
PRKRA,24
PRKRIP1,4
PRKX,24
PRL,1
PRLHR,12
PRLR,89
PRM1,5
PRMT1,10
PRMT2,16
PRMT3,23
PRMT5,5
PRMT6,15
PRMT8,12
PRMT9,8
PRND,21
PRNP,12
PROCA1,2
PROCR,6
PRODH,1
PROK1,5
PROK2,33
PROKR2,8
PROM1,10
PROM2,18
PROP1,6
PRORP,6
PROS1,18
PROSER1,50
PROSER2,23
PROSER3,5
PROX1,105
PROX2,10
PROZ,3
PRPF18,9
PRPF19,5
PRPF3,2
PRPF38A,8
PRPF38B,39
PRPF39,37
PRPF4,11
PRPF40A,72
PRPF40B,4
PRPF4B,67
PRPF6,4
PRPF8,11
PRPH,2
PRPH2,10
PRPS1,10
PRPS2,21
PRPSAP1,6
PRPSAP2,4
PRR11,31
PRR12,31
PRR13,10
PRR14,3
PRR14L,57
PRR15,22
PRR15L,14
PRR16,29
PRR18,6
PRR20A,4
PRR20B,4
PRR20C,4
PRR20D,4
PRR20E,4
PRR23A,16
PRR23B,11
PRR23C,20
PRR23D1,2
PRR27,34
PRR29,6
PRR3,27
PRR30,8
PRR32,20
PRR36,3
PRR4,1
PRR5,1
PRR5-ARHGAP8,1
PRR5L,24
PRR7,3
PRR9,9
PRRC1,70
PRRC2A,3
PRRC2B,49
PRRC2C,53
PRRG1,59
PRRG2,1
PRRG3,13
PRRG4,23
PRRT1,6
PRRT2,25
PRRT3,8
PRRT4,6
PRRX1,56
PRRX2,3
PRSS12,28
PRSS16,15
PRSS21,2
PRSS22,13
PRSS23,24
PRSS27,8
PRSS33,4
PRSS35,26
PRSS36,1
PRSS37,7
PRSS45P,1
PRSS50,1
PRSS53,1
PRSS54,2
PRSS55,6
PRSS8,8
PRTFDC1,12
PRTG,130
PRUNE1,14
PRUNE2,41
PRX,44
PRXL2A,8
PRXL2B,1
PRXL2C,13
PRY,5
PRY2,5
PSAP,23
PSAPL1,7
PSAT1,21
PSD,20
PSD2,32
PSD3,167
PSD4,4
PSEN1,28
PSEN2,9
PSENEN,6
PSG1,22
PSG11,10
PSG2,6
PSG3,15
PSG4,10
PSG5,9
PSG6,4
PSG7,7
PSG8,6
PSG9,5
PSIP1,81
PSKH1,7
PSMA1,19
PSMA2,9
PSMA3,5
PSMA4,10
PSMA5,23
PSMA6,1
PSMA7,3
PSMA8,25
PSMB1,4
PSMB11,5
PSMB2,20
PSMB4,5
PSMB5,9
PSMB6,3
PSMB8,1
PSMB9,8
PSMC1,3
PSMC2,34
PSMC3IP,7
PSMC4,7
PSMC6,15
PSMD1,6
PSMD10,11
PSMD11,31
PSMD12,19
PSMD14,19
PSMD2,4
PSMD3,3
PSMD4,2
PSMD5,17
PSMD7,10
PSMD8,2
PSMD9,10
PSME1,2
PSME3,37
PSME3IP1,13
PSME4,40
PSMF1,37
PSMG1,2
PSMG2,4
PSMG3,4
PSMG4,4
PSORS1C1,2
PSORS1C2,3
PSPC1,21
PSPH,8
PSRC1,3
PSTK,2
PSTPIP2,25
PTAFR,27
PTAR1,96
PTBP1,35
PTBP2,83
PTBP3,141
PTCD1,6
PTCD2,10
PTCD3,11
PTCH1,57
PTCH2,6
PTCHD1,27
PTCHD3,7
PTCHD4,35
PTCRA,2
PTDSS1,8
PTDSS2,2
PTEN,87
PTER,53
PTF1A,6
PTGDR,40
PTGDR2,5
PTGDS,2
PTGER2,11
PTGER3,52
PTGER4,35
PTGES,3
PTGES2,8
PTGES3,29
PTGES3L,19
PTGFR,28
PTGFRN,73
PTGIR,2
PTGIS,19
PTGR1,3
PTGR2,16
PTGS1,12
PTGS2,24
PTH,21
PTH1R,1
PTH2R,10
PTHLH,43
PTK2,38
PTK2B,13
PTK6,3
PTK7,16
PTMA,10
PTMS,13
PTN,21
PTOV1,1
PTP4A1,74
PTP4A2,32
PTP4A3,2
PTPA,8
PTPDC1,49
PTPMT1,19
PTPN1,29
PTPN11,36
PTPN12,73
PTPN13,33
PTPN14,51
PTPN18,2
PTPN2,51
PTPN20,23
PTPN21,49
PTPN22,18
PTPN23,10
PTPN3,55
PTPN4,162
PTPN5,16
PTPN6,2
PTPN7,17
PTPN9,33
PTPRA,22
PTPRB,69
PTPRC,25
PTPRCAP,1
PTPRD,115
PTPRE,47
PTPRF,20
PTPRG,90
PTPRH,4
PTPRJ,81
PTPRK,58
PTPRM,27
PTPRN,8
PTPRN2,16
PTPRO,33
PTPRQ,22
PTPRR,58
PTPRS,13
PTPRT,53
PTPRU,14
PTPRZ1,36
PTRH1,3
PTRH2,4
PTRHD1,2
PTS,9
PTTG1IP,7
PTX3,12
PUDP,9
PUF60,1
PUM1,64
PUM2,103
PUM3,2
PURA,111
PURB,80
PURG,59
PUS1,6
PUS10,23
PUS3,7
PUS7,26
PUS7L,10
PVALB,12
PVR,5
PVRIG,2
PWP1,11
PWP2,3
PWWP2A,42
PWWP2B,4
PWWP3B,40
PXDC1,10
PXDN,27
PXDNL,5
PXK,29
PXMP2,1
PXMP4,8
PXN,31
PXT1,18
PXYLP1,39
PYCR1,3
PYCR2,6
PYCR3,8
PYDC1,2
PYGB,14
PYGL,1
PYGM,6
PYGO1,59
PYGO2,22
PYHIN1,10
PYM1,13
PYROXD1,28
PYROXD2,1
PYURF,14
PYY,1
PZP,4
QDPR,11
QKI,208
QPCT,8
QPCTL,6
QPRT,7
QRFPR,4
QRICH1,21
QRICH2,1
QRSL1,21
QSER1,65
QSOX1,4
QSOX2,24
QTRT2,24
R3HCC1L,6
R3HDM1,58
R3HDM2,20
R3HDM4,10
RAB10,92
RAB11A,50
RAB11B,22
RAB11FIP1,48
RAB11FIP2,78
RAB11FIP3,16
RAB11FIP4,34
RAB11FIP5,31
RAB12,43
RAB14,88
RAB15,17
RAB17,1
RAB18,44
RAB1A,46
RAB1B,30
RAB20,7
RAB21,84
RAB22A,61
RAB23,62
RAB24,2
RAB25,4
RAB26,8
RAB27A,23
RAB27B,84
RAB28,21
RAB29,12
RAB2A,65
RAB2B,19
RAB30,93
RAB31,34
RAB32,9
RAB33A,16
RAB33B,38
RAB34,7
RAB35,23
RAB36,8
RAB37,17
RAB38,25
RAB39A,14
RAB39B,27
RAB3A,16
RAB3B,54
RAB3C,92
RAB3D,15
RAB3GAP1,13
RAB3GAP2,32
RAB3IL1,7
RAB3IP,42
RAB40B,16
RAB40C,4
RAB41,6
RAB42,4
RAB43,30
RAB44,8
RAB4A,19
RAB4B,12
RAB5A,36
RAB5B,64
RAB5C,38
RAB5IF,21
RAB6A,31
RAB6B,60
RAB6C,17
RAB6D,26
RAB7A,31
RAB7B,6
RAB8A,24
RAB8B,116
RAB9A,23
RAB9B,47
RABEP1,36
RABEP2,5
RABEPK,1
RABGAP1,37
RABGAP1L,50
RABGEF1,34
RABGGTB,20
RABIF,14
RABL2A,11
RABL2B,8
RABL3,30
RABL6,9
RAC1,25
RAC2,7
RAC3,2
RACGAP1,34
RAD1,15
RAD17,8
RAD18,18
RAD21,64
RAD23A,10
RAD23B,51
RAD50,17
RAD51,9
RAD51AP1,24
RAD51AP2,10
RAD51B,77
RAD51C,6
RAD51D,14
RAD52,9
RAD54B,52
RAD54L,4
RAD54L2,26
RAD9A,8
RAD9B,13
RADIL,4
RADX,16
RAE1,5
RAET1E,10
RAF1,20
RAG1,30
RAG2,10
RAI1,27
RAI14,44
RAI2,26
RALA,73
RALB,40
RALBP1,36
RALGAPA1,21
RALGAPA2,17
RALGAPB,53
RALGDS,38
RALGPS1,57
RALGPS2,73
RALY,12
RALYL,21
RAMAC,17
RAMP1,1
RAMP2,2
RAN,18
RANBP1,20
RANBP10,44
RANBP17,15
RANBP2,18
RANBP3,15
RANBP3L,56
RANBP6,29
RANBP9,52
RANGAP1,10
RANGRF,3
RAP1A,96
RAP1B,69
RAP1GAP,4
RAP1GAP2,40
RAP1GDS1,38
RAP2A,73
RAP2B,30
RAP2C,115
RAPGEF1,30
RAPGEF2,48
RAPGEF3,6
RAPGEF4,43
RAPGEF5,46
RAPGEF6,56
RAPGEFL1,38
RAPH1,106
RAPSN,1
RARA,24
RARB,58
RARG,36
RARRES1,13
RARS1,3
RARS2,5
RASA1,46
RASA2,48
RASA3,8
RASA4,8
RASA4B,1
RASAL1,3
RASAL2,61
RASAL3,1
RASD1,33
RASD2,10
RASEF,43
RASGEF1A,47
RASGEF1B,34
RASGEF1C,2
RASGRF1,16
RASGRF2,39
RASGRP1,44
RASGRP2,5
RASGRP3,19
RASGRP4,8
RASL10A,6
RASL10B,22
RASL11A,1
RASL11B,28
RASL12,8
RASSF1,14
RASSF10,16
RASSF2,35
RASSF3,66
RASSF4,10
RASSF5,36
RASSF6,25
RASSF7,1
RASSF8,104
RASSF9,7
RAVER1,23
RAVER2,32
RAX,1
RAX2,1
RB1,66
RB1CC1,85
RBAK,40
RBAK-RBAKDN,1
RBBP4,38
RBBP5,36
RBBP6,34
RBBP7,22
RBBP8,33
RBBP9,19
RBCK1,7
RBFA,15
RBFOX1,76
RBFOX2,76
RBFOX3,9
RBIS,10
RBKS,6
RBL1,44
RBL2,50
RBM11,15
RBM12,49
RBM12B,30
RBM14,19
RBM14-RBM4,7
RBM15,22
RBM15B,13
RBM17,13
RBM18,30
RBM19,18
RBM20,63
RBM22,15
RBM23,14
RBM24,60
RBM25,30
RBM26,33
RBM27,85
RBM28,7
RBM3,13
RBM33,12
RBM34,6
RBM38,9
RBM39,30
RBM4,14
RBM41,64
RBM42,5
RBM43,19
RBM44,18
RBM45,7
RBM46,50
RBM47,60
RBM48,7
RBM4B,16
RBM5,9
RBM6,11
RBM7,32
RBM8A,14
RBMS1,48
RBMS2,41
RBMS3,146
RBMX,28
RBMXL1,24
RBMXL2,13
RBMXL3,8
RBMY1A1,4
RBMY1D,4
RBMY1E,5
RBMY1F,8
RBP1,6
RBP2,5
RBP3,11
RBP4,4
RBPJ,102
RBPJL,6
RBPMS,21
RBPMS2,28
RBSN,29
RBX1,5
RC3H1,182
RC3H2,19
RCAN1,19
RCAN2,60
RCAN3,14
RCBTB1,32
RCBTB2,15
RCC1,14
RCC1L,17
RCC2,29
RCCD1,11
RCE1,11
RCHY1,28
RCL1,3
RCN1,22
RCN2,41
RCN3,2
RCOR1,66
RCOR2,3
RCOR3,41
RCSD1,16
RCVRN,5
RD3,15
RD3L,8
RDH10,30
RDH11,19
RDH12,10
RDH13,1
RDH14,5
RDH5,1
RDH8,2
RDM1,4
RDX,81
REC8,1
RECK,65
RECQL,12
RECQL5,12
REEP1,63
REEP2,8
REEP3,85
REEP4,12
REEP5,15
REEP6,1
REG1A,7
REG1B,3
REG3A,6
REG3G,8
REG4,4
REL,26
RELA,21
RELB,4
RELCH,37
RELL1,34
RELL2,4
RELN,65
RELT,23
REM1,2
REM2,5
REP15,11
REPIN1,11
REPS1,22
REPS2,94
RER1,20
RERE,61
RERG,25
RERGL,7
RESF1,27
REST,95
RET,23
RETNLB,4
RETREG1,56
RETREG2,35
RETREG3,35
RETSAT,13
REV1,32
REV3L,71
REXO1,15
REXO2,6
REXO4,3
REXO5,2
RFC1,19
RFC2,3
RFC3,34
RFC5,9
RFESD,13
RFFL,14
RFK,36
RFLNA,6
RFLNB,14
RFPL1,8
RFPL2,5
RFPL3,5
RFPL4B,11
RFT1,23
RFTN1,13
RFTN2,27
RFWD3,13
RFX1,22
RFX2,7
RFX3,160
RFX4,34
RFX5,14
RFX6,19
RFX7,125
RFX8,5
RFXANK,6
RFXAP,20
RGCC,11
RGL1,65
RGL2,15
RGL3,3
RGL4,4
RGMA,37
RGMB,42
RGN,7
RGP1,8
RGPD1,16
RGPD2,5
RGPD3,5
RGPD4,28
RGPD5,33
RGPD6,31
RGPD8,31
RGR,9
RGS1,9
RGS10,6
RGS12,2
RGS13,15
RGS14,4
RGS16,24
RGS17,32
RGS18,13
RGS19,3
RGS2,13
RGS20,11
RGS21,19
RGS22,9
RGS3,22
RGS4,41
RGS5,33
RGS6,39
RGS7,30
RGS7BP,70
RGS8,39
RGS9,7
RGS9BP,16
RGSL1,11
RHAG,18
RHBDD1,17
RHBDF1,8
RHBDF2,5
RHBDL1,5
RHBDL2,9
RHBDL3,16
RHCE,1
RHCG,3
RHD,18
RHEB,21
RHEBL1,8
RHEX,4
RHNO1,13
RHO,17
RHOA,52
RHOB,19
RHOBTB1,51
RHOBTB2,3
RHOBTB3,37
RHOC,22
RHOF,16
RHOG,13
RHOH,16
RHOJ,24
RHOQ,86
RHOT1,45
RHOT2,3
RHOU,25
RHOV,4
RHOXF1,4
RHOXF2,7
RHOXF2B,7
RHPN1,3
RHPN2,46
RIBC1,16
RIC1,62
RIC3,25
RIC8A,4
RIC8B,31
RICTOR,170
RIDA,11
RIF1,47
RIIAD1,1
RILPL1,9
RILPL2,9
RIMBP2,47
RIMBP3,2
RIMBP3B,5
RIMBP3C,2
RIMKLA,29
RIMKLB,98
RIMOC1,57
RIMS1,58
RIMS2,104
RIMS3,75
RIMS4,77
RIN1,1
RIN2,38
RIN3,3
RING1,13
RINL,10
RINT1,13
RIOK1,7
RIOK2,19
RIOK3,21
RIOX1,14
RIOX2,24
RIPK1,8
RIPK2,12
RIPK4,7
RIPOR1,11
RIPOR2,36
RIPOR3,6
RIPPLY2,4
RIPPLY3,8
RIT1,20
RIT2,27
RITA1,6
RLBP1,8
RLF,38
RLIM,59
RLN1,11
RLN2,10
RLN3,4
RMC1,8
RMDN1,17
RMDN2,11
RMDN3,6
RMI1,32
RMI2,6
RMND1,3
RMND5A,98
RMND5B,2
RNASE1,2
RNASE11,7
RNASE13,21
RNASE2,3
RNASE3,1
RNASE4,9
RNASE6,3
RNASE7,4
RNASE9,6
RNASEH1,1
RNASEH2A,1
RNASEH2B,19
RNASEH2C,7
RNASEK,2
RNASEL,6
RND1,13
RND2,12
RND3,42
RNF10,23
RNF103,33
RNF103-CHMP3,14
RNF11,45
RNF111,49
RNF112,6
RNF113B,3
RNF114,15
RNF115,10
RNF121,11
RNF122,9
RNF123,11
RNF125,22
RNF126,10
RNF128,34
RNF13,20
RNF130,12
RNF135,14
RNF138,87
RNF139,48
RNF14,24
RNF141,34
RNF144A,36
RNF144B,37
RNF145,46
RNF146,20
RNF148,9
RNF149,32
RNF150,12
RNF152,11
RNF157,21
RNF165,68
RNF166,11
RNF167,3
RNF168,38
RNF169,64
RNF17,4
RNF170,41
RNF175,4
RNF180,57
RNF181,1
RNF182,30
RNF183,5
RNF185,23
RNF186,4
RNF187,4
RNF19A,69
RNF19B,24
RNF2,58
RNF20,30
RNF207,15
RNF208,5
RNF212,14
RNF212B,22
RNF213,22
RNF214,14
RNF215,3
RNF216,50
RNF217,98
RNF220,30
RNF222,19
RNF24,33
RNF26,7
RNF32,11
RNF34,11
RNF38,126
RNF39,14
RNF4,39
RNF40,2
RNF41,23
RNF43,11
RNF44,52
RNF5,7
RNF6,58
RNF7,10
RNF8,25
RNFT1,12
RNFT2,15
RNGTT,43
RNH1,13
RNLS,33
RNMT,28
RNPC3,17
RNPEP,5
RNPEPL1,12
RNPS1,25
RO60,60
ROBO1,87
ROBO2,98
ROBO4,2
ROCK1,51
ROCK2,94
ROGDI,2
ROM1,2
ROPN1,6
ROPN1B,2
ROR1,77
ROR2,14
RORA,295
RORB,35
RORC,25
ROS1,1
RP1,10
RP1L1,6
RP2,48
RP9,5
RPA1,26
RPA2,1
RPA3,7
RPAIN,12
RPAP1,3
RPAP2,14
RPAP3,16
RPE,25
RPE65,12
RPEL1,11
RPF1,13
RPF2,20
RPGR,32
RPGRIP1L,66
RPH3A,25
RPH3AL,11
RPIA,23
RPL10,2
RPL13,11
RPL13A,2
RPL14,1
RPL15,39
RPL17-C18orf32,12
RPL22,10
RPL22L1,10
RPL23A,5
RPL26L1,7
RPL27A,4
RPL28,27
RPL29,1
RPL31,11
RPL32,12
RPL34,18
RPL36A,11
RPL36A-HNRNPH2,13
RPL37,3
RPL39,1
RPL41,4
RPL7L1,19
RPL9,1
RPN1,2
RPN2,15
RPP14,41
RPP25,5
RPP25L,2
RPP30,40
RPP38-DT,1
RPRD1A,77
RPRD1B,41
RPRD2,39
RPRM,7
RPRML,3
RPS10-NUDT3,10
RPS16,10
RPS20,7
RPS23,6
RPS24,11
RPS27A,2
RPS27L,11
RPS29,3
RPS3,22
RPS3A,9
RPS6KA1,18
RPS6KA2,19
RPS6KA3,93
RPS6KA4,30
RPS6KA5,94
RPS6KA6,101
RPS6KB1,98
RPS6KC1,14
RPS6KL1,21
RPS9,2
RPSA,2
RPTN,20
RPTOR,4
RPUSD1,7
RPUSD2,2
RPUSD3,3
RPUSD4,2
RRAD,5
RRAGA,14
RRAGB,15
RRAGC,28
RRAGD,64
RRAS,9
RRAS2,60
RRBP1,1
RREB1,69
RRH,8
RRM1,2
RRM2,34
RRM2B,28
RRN3,18
RRP12,2
RRP15,60
RRP1B,12
RRP36,5
RRP7A,17
RRP8,5
RRS1,5
RS1,19
RSAD1,7
RSAD2,15
RSBN1,115
RSBN1L,50
RSC1A1,3
RSF1,49
RSKR,20
RSL1D1,6
RSL24D1,12
RSPH10B,1
RSPH10B2,1
RSPH3,5
RSPH4A,14
RSPH6A,1
RSPO1,5
RSPO2,26
RSPO3,39
RSPO4,43
RSPRY1,53
RSRC1,11
RSRC2,16
RSRP1,21
RSU1,16
RTBDN,7
RTCA,18
RTCB,1
RTEL1,2
RTF1,39
RTF2,3
RTKN,10
RTKN2,99
RTL10,3
RTL3,15
RTL4,13
RTL5,30
RTL6,13
RTL8A,9
RTL8B,8
RTL8C,5
RTL9,15
RTN1,52
RTN2,2
RTN3,23
RTN4,33
RTN4IP1,15
RTN4R,10
RTN4RL1,30
RTN4RL2,6
RTP1,8
RTP2,3
RTP4,9
RTRAF,3
RTTN,4
RUBCN,31
RUBCNL,13
RUFY1,6
RUFY2,75
RUFY3,44
RUFY4,8
RUNDC1,1
RUNDC3A,6
RUNDC3B,55
RUNX1,39
RUNX1T1,78
RUNX2,88
RUNX3,32
RUSC1,19
RUSC2,8
RUSF1,3
RUVBL1,10
RUVBL2,1
RWDD1,9
RWDD2A,16
RWDD2B,4
RWDD3,12
RWDD4,29
RXFP1,28
RXFP2,2
RXFP3,1
RXRA,29
RXRB,9
RXRG,14
RXYLT1,7
RYBP,69
RYK,38
RYR1,3
RYR2,46
RYR3,22
S100A1,3
S100A10,9
S100A11,2
S100A12,3
S100A14,7
S100A16,11
S100A2,4
S100A3,1
S100A4,2
S100A5,6
S100A7A,21
S100A9,1
S100B,4
S100G,1
S100P,1
S100PBP,27
S100Z,6
S1PR1,58
S1PR2,19
S1PR3,37
S1PR4,1
S1PR5,10
SAA2,7
SAC3D1,1
SACM1L,36
SACS,68
SAE1,14
SAFB,8
SAFB2,2
SALL1,81
SALL2,5
SALL3,57
SALL4,43
SAMD10,24
SAMD11,3
SAMD12,103
SAMD13,17
SAMD14,7
SAMD3,3
SAMD4A,73
SAMD4B,37
SAMD5,25
SAMD7,4
SAMD8,114
SAMD9,21
SAMD9L,14
SAMHD1,10
SAMM50,3
SAMSN1,32
SANBR,49
SAP130,13
SAP18,13
SAP30,3
SAP30BP,11
SAP30L,30
SAPCD1,5
SAPCD2,1
SAR1A,36
SAR1B,64
SARAF,13
SARDH,5
SARM1,35
SARNP,9
SARS1,2
SARS2,1
SART1,7
SART3,15
SASH1,39
SASH3,7
SASS6,37
SAT1,8
SATB1,78
SATB2,81
SATL1,3
SAV1,37
SAXO1,22
SAXO2,22
SAYSD1,13
SBDS,9
SBF1,9
SBF2,52
SBK1,20
SBNO1,82
SBNO2,9
SBSN,2
SBSPON,36
SC5D,35
SCAF1,3
SCAF11,67
SCAF4,21
SCAF8,32
SCAI,187
SCAMP1,77
SCAMP2,19
SCAMP3,2
SCAMP4,17
SCAMP5,26
SCAP,6
SCAPER,9
SCARA3,12
SCARA5,21
SCARB1,6
SCARB2,15
SCARF1,25
SCARF2,1
SCCPDH,7
SCD,43
SCD5,26
SCEL,27
SCFD1,3
SCFD2,6
SCG2,33
SCG3,17
SCG5,9
SCGB1C1,1
SCGB1D2,1
SCGB2A1,8
SCGB2A2,3
SCGB2B2,16
SCGB3A2,2
SCGN,7
SCHIP1,8
SCIMP,10
SCIN,8
SCLT1,30
SCLY,11
SCMH1,8
SCML1,40
SCML2,57
SCML4,23
SCN11A,15
SCN1A,83
SCN1B,13
SCN2A,84
SCN2B,59
SCN3A,80
SCN3B,35
SCN4A,16
SCN4B,42
SCN5A,19
SCN7A,36
SCN8A,111
SCN9A,63
SCNM1,7
SCNN1A,12
SCNN1B,2
SCNN1G,8
SCO1,5
SCOC,35
SCP2,21
SCP2D1,2
SCPEP1,7
SCRG1,1
SCRIB,5
SCRN1,18
SCRN2,3
SCRN3,16
SCRT1,26
